#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
RYR1	6261	0.7497	0.9935	0.9741	0.7497	0.2963	0.0000	0.5018	0.7497	1.0000	0	Congenital multicore myopathy with external ophthalmoplegia (ORPHA:98905): Eczema (HP:0000964)-Pneumonia (HP:0002090), Atopic dermatitis (HP:0001047)-Pneumonia (HP:0002090), Recurrent skin infections (HP:0001581)-Pneumonia (HP:0002090), Gastrointestinal inflammation (HP:0004386)-Pneumonia (HP:0002090), Pneumonia (HP:0002090)-Pneumonia (HP:0002090), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), 	Eczema (HP:0000964)-abnormal skin condition (MP:0001191), Atopic dermatitis (HP:0001047)-abnormal skin condition (MP:0001191), Recurrent skin infections (HP:0001581)-abnormal skin condition (MP:0001191), Gastrointestinal inflammation (HP:0004386)-cleft secondary palate (MP:0009890), 		Proximity to PSEN1 associated with ?Acne inversa, familial, 3 (OMIM:613737): Eczema (HP:0000964)-Perifolliculitis (HP:0012322), Atopic dermatitis (HP:0001047)-Perifolliculitis (HP:0012322), Recurrent skin infections (HP:0001581)-Chronic furunculosis (HP:0011132), Gastrointestinal inflammation (HP:0004386)-Perifolliculitis (HP:0012322), Pneumonia (HP:0002090)-Perifolliculitis (HP:0012322), Recurrent respiratory infections (HP:0002205)-Chronic furunculosis (HP:0011132), 	Proximity to PSEN1 Eczema (HP:0000964)-loose skin (MP:0005421), Atopic dermatitis (HP:0001047)-loose skin (MP:0005421), Recurrent skin infections (HP:0001581)-loose skin (MP:0005421), Pneumonia (HP:0002090)-abnormal pulmonary alveolus morphology (MP:0002270), Recurrent respiratory infections (HP:0002205)-abnormal pulmonary alveolus morphology (MP:0002270), 	
MALT1	10892	0.5971	1.0000	0.8911	0.5971	0.0000	0.0000	0.5236	0.5971	1.0000	0	MALT lymphoma (ORPHA:52417): Eczema (HP:0000964)-Posterior uveitis (HP:0012123), Atopic dermatitis (HP:0001047)-Posterior uveitis (HP:0012123), Recurrent skin infections (HP:0001581)-Posterior uveitis (HP:0012123), Gastrointestinal inflammation (HP:0004386)-Posterior uveitis (HP:0012123), Pneumonia (HP:0002090)-Recurrent respiratory infections (HP:0002205), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), 			Proximity to CARD9 associated with Candidiasis, familial, 2, autosomal recessive (OMIM:212050): Eczema (HP:0000964)-Chronic oral candidiasis (HP:0009098), Atopic dermatitis (HP:0001047)-Chronic oral candidiasis (HP:0009098), Recurrent skin infections (HP:0001581)-Chronic oral candidiasis (HP:0009098), Gastrointestinal inflammation (HP:0004386)-Meningitis (HP:0001287), Pneumonia (HP:0002090)-Meningitis (HP:0001287), Recurrent respiratory infections (HP:0002205)-Onychomycosis (HP:0012203), 	Proximity to CARD9 Recurrent respiratory infections (HP:0002205)-increased susceptibility to bacterial infection (MP:0002412), 	
ADGRV1	84059	0.5103	0.9875	0.7475	0.0000	0.0000	0.0000	0.5103	0.5103	1.0000	0				Proximity to CDH23 associated with Cushing disease (ORPHA:96253): Eczema (HP:0000964)-Acne (HP:0001061), Atopic dermatitis (HP:0001047)-Acne (HP:0001061), Recurrent skin infections (HP:0001581)-Recurrent skin infections (HP:0001581), Gastrointestinal inflammation (HP:0004386)-Acne (HP:0001061), Pneumonia (HP:0002090)-Acne (HP:0001061), Recurrent respiratory infections (HP:0002205)-Onychomycosis (HP:0012203), 	Proximity to CDH23 Gastrointestinal inflammation (HP:0004386)-abnormal defecation (MP:0003866), 	
SLC12A5	57468	0.5005	0.9750	0.7044	0.1580	0.3175	0.0000	0.5005	0.5005	1.0000	0	Epileptic encephalopathy, early infantile, 34 (OMIM:616645): Gastrointestinal inflammation (HP:0004386)-Excessive salivation (HP:0003781), 	Pneumonia (HP:0002090)-atelectasis (MP:0001177), Recurrent respiratory infections (HP:0002205)-atelectasis (MP:0001177), 		Proximity to GLRB associated with Hereditary hyperekplexia (ORPHA:3197): Eczema (HP:0000964)-Esophagitis (HP:0100633), Atopic dermatitis (HP:0001047)-Esophagitis (HP:0100633), Recurrent skin infections (HP:0001581)-Esophagitis (HP:0100633), Gastrointestinal inflammation (HP:0004386)-Esophagitis (HP:0100633), Pneumonia (HP:0002090)-Esophagitis (HP:0100633), Recurrent respiratory infections (HP:0002205)-Esophagitis (HP:0100633), 	Proximity to GLRB Eczema (HP:0000964)-muscle spasm (MP:0000743), Atopic dermatitis (HP:0001047)-muscle spasm (MP:0000743), Recurrent skin infections (HP:0001581)-muscle spasm (MP:0000743), Gastrointestinal inflammation (HP:0004386)-muscle spasm (MP:0000743), Pneumonia (HP:0002090)-muscle spasm (MP:0000743), 	
NEB	4703	0.5014	0.9479	0.6522	0.3292	0.2367	0.0000	0.5014	0.5014	1.0000	0	Severe congenital nemaline myopathy (ORPHA:171430): Gastrointestinal inflammation (HP:0004386)-Dysphagia (HP:0002015), Pneumonia (HP:0002090)-Pulmonary hypoplasia (HP:0002089), Recurrent respiratory infections (HP:0002205)-Pulmonary hypoplasia (HP:0002089), 	Eczema (HP:0000964)-abnormal suckling behavior (MP:0001436), Atopic dermatitis (HP:0001047)-abnormal suckling behavior (MP:0001436), Recurrent skin infections (HP:0001581)-abnormal suckling behavior (MP:0001436), Gastrointestinal inflammation (HP:0004386)-abnormal suckling behavior (MP:0001436), Pneumonia (HP:0002090)-abnormal suckling behavior (MP:0001436), 		Proximity to LRBA associated with Immunodeficiency, common variable, 8, with autoimmunity (OMIM:614700): Eczema (HP:0000964)-Pneumonia (HP:0002090), Atopic dermatitis (HP:0001047)-Pneumonia (HP:0002090), Recurrent skin infections (HP:0001581)-Pneumonia (HP:0002090), Gastrointestinal inflammation (HP:0004386)-Gastritis (HP:0005263), Pneumonia (HP:0002090)-Pneumonia (HP:0002090), Recurrent respiratory infections (HP:0002205)-Pneumonia (HP:0002090), 	Proximity to LRBA Eczema (HP:0000964)-increased susceptibility to induced colitis (MP:0008537), Atopic dermatitis (HP:0001047)-increased susceptibility to induced colitis (MP:0008537), Recurrent skin infections (HP:0001581)-increased susceptibility to induced colitis (MP:0008537), Gastrointestinal inflammation (HP:0004386)-increased susceptibility to induced colitis (MP:0008537), Pneumonia (HP:0002090)-increased susceptibility to induced colitis (MP:0008537), 	
PLEKHM1	9842	0.5032	0.9330	0.6249	0.4928	0.0000	0.0000	0.5032	0.5032	1.0000	0	Intermediate osteopetrosis (ORPHA:210110): Eczema (HP:0000964)-Osteomyelitis (HP:0002754), Atopic dermatitis (HP:0001047)-Osteomyelitis (HP:0002754), Recurrent skin infections (HP:0001581)-Osteomyelitis (HP:0002754), Gastrointestinal inflammation (HP:0004386)-Osteomyelitis (HP:0002754), Pneumonia (HP:0002090)-Osteomyelitis (HP:0002754), Recurrent respiratory infections (HP:0002205)-Chronic infection (HP:0031035), 			Proximity to TCIRG1 associated with Autosomal dominant severe congenital neutropenia (ORPHA:486): Eczema (HP:0000964)-Recurrent skin infections (HP:0001581), Atopic dermatitis (HP:0001047)-Recurrent skin infections (HP:0001581), Recurrent skin infections (HP:0001581)-Recurrent skin infections (HP:0001581), Gastrointestinal inflammation (HP:0004386)-Recurrent skin infections (HP:0001581), Pneumonia (HP:0002090)-Pneumonia (HP:0002090), Recurrent respiratory infections (HP:0002205)-Recurrent sinopulmonary infections (HP:0005425), 	Proximity to TCIRG1 Gastrointestinal inflammation (HP:0004386)-abnormal Peyer's patch morphology (MP:0000696), 	
RGPD4	285190	0.5065	0.9205	0.6060	0.0000	0.2164	0.0000	0.5065	0.5065	1.0000	0		Pneumonia (HP:0002090)-increased lung carcinoma incidence (MP:0008714), Recurrent respiratory infections (HP:0002205)-increased lung carcinoma incidence (MP:0008714), 		Proximity to TNPO3 associated with Primary biliary cholangitis (ORPHA:186): Eczema (HP:0000964)-Gastrointestinal inflammation (HP:0004386), Atopic dermatitis (HP:0001047)-Gastrointestinal inflammation (HP:0004386), Recurrent skin infections (HP:0001581)-Gastrointestinal inflammation (HP:0004386), Gastrointestinal inflammation (HP:0004386)-Gastrointestinal inflammation (HP:0004386), Pneumonia (HP:0002090)-Gastrointestinal inflammation (HP:0004386), Recurrent respiratory infections (HP:0002205)-Onychomycosis (HP:0012203), 		
FCGR1B	2210	0.5318	0.8531	0.5188	0.0000	0.5318	0.0000	0.5009	0.5318	1.0000	0		Eczema (HP:0000964)-abnormal type I hypersensitivity reaction (MP:0002531), Atopic dermatitis (HP:0001047)-abnormal type I hypersensitivity reaction (MP:0002531), Recurrent skin infections (HP:0001581)-abnormal type I hypersensitivity reaction (MP:0002531), Gastrointestinal inflammation (HP:0004386)-abnormal type I hypersensitivity reaction (MP:0002531), Pneumonia (HP:0002090)-abnormal type I hypersensitivity reaction (MP:0002531), Recurrent respiratory infections (HP:0002205)-increased susceptibility to bacterial infection (MP:0002412), 		Proximity to IFNG associated with Idiopathic aplastic anemia (ORPHA:88): Eczema (HP:0000964)-Recurrent infections (HP:0002719), Atopic dermatitis (HP:0001047)-Recurrent infections (HP:0002719), Recurrent skin infections (HP:0001581)-Recurrent infections (HP:0002719), Gastrointestinal inflammation (HP:0004386)-Recurrent infections (HP:0002719), Pneumonia (HP:0002090)-Recurrent infections (HP:0002719), Recurrent respiratory infections (HP:0002205)-Recurrent infections (HP:0002719), 	Proximity to IFNG Eczema (HP:0000964)-stomach inflammation (MP:0001873), Atopic dermatitis (HP:0001047)-stomach inflammation (MP:0001873), Recurrent skin infections (HP:0001581)-stomach inflammation (MP:0001873), Gastrointestinal inflammation (HP:0004386)-stomach inflammation (MP:0001873), Pneumonia (HP:0002090)-stomach inflammation (MP:0001873), Recurrent respiratory infections (HP:0002205)-increased susceptibility to bacterial infection (MP:0002412), 	Proximity to IFNG Eczema (HP:0000964)-abnormal(ly) disrupted defense response to bacterium (ZP:0006610), Atopic dermatitis (HP:0001047)-abnormal(ly) disrupted defense response to bacterium (ZP:0006610), Recurrent skin infections (HP:0001581)-abnormal(ly) disrupted defense response to bacterium (ZP:0006610), Gastrointestinal inflammation (HP:0004386)-abnormal(ly) disrupted defense response to bacterium (ZP:0006610), Pneumonia (HP:0002090)-abnormal(ly) disrupted defense response to bacterium (ZP:0006610), 
KRTAP10-4	386672	0.5000	0.8465	0.4215	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to MEFV associated with Familial Mediterranean fever (ORPHA:342): Eczema (HP:0000964)-Erysipelas (HP:0001055), Atopic dermatitis (HP:0001047)-Erysipelas (HP:0001055), Recurrent skin infections (HP:0001581)-Erysipelas (HP:0001055), Gastrointestinal inflammation (HP:0004386)-Peritonitis (HP:0002586), Pneumonia (HP:0002090)-Erysipelas (HP:0001055), Recurrent respiratory infections (HP:0002205)-Pleuritis (HP:0002102), 	Proximity to MEFV Eczema (HP:0000964)-skin inflammation (MP:0004947), Atopic dermatitis (HP:0001047)-skin inflammation (MP:0004947), Recurrent skin infections (HP:0001581)-skin inflammation (MP:0004947), Gastrointestinal inflammation (HP:0004386)-skin inflammation (MP:0004947), Pneumonia (HP:0002090)-skin inflammation (MP:0004947), 	
OR2M5	127059	0.5000	0.8427	0.4130	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to MEFV associated with Familial Mediterranean fever (ORPHA:342): Eczema (HP:0000964)-Erysipelas (HP:0001055), Atopic dermatitis (HP:0001047)-Erysipelas (HP:0001055), Recurrent skin infections (HP:0001581)-Erysipelas (HP:0001055), Gastrointestinal inflammation (HP:0004386)-Peritonitis (HP:0002586), Pneumonia (HP:0002090)-Erysipelas (HP:0001055), Recurrent respiratory infections (HP:0002205)-Pleuritis (HP:0002102), 	Proximity to MEFV Eczema (HP:0000964)-skin inflammation (MP:0004947), Atopic dermatitis (HP:0001047)-skin inflammation (MP:0004947), Recurrent skin infections (HP:0001581)-skin inflammation (MP:0004947), Gastrointestinal inflammation (HP:0004386)-skin inflammation (MP:0004947), Pneumonia (HP:0002090)-skin inflammation (MP:0004947), 	
