#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
TPTE	7179	0.5083	0.9945	0.7556	0.0000	0.0000	0.0000	0.5083	0.5083	1.0000	0				Proximity to SPRTN associated with Ruijs-Aalfs syndrome (OMIM:616200): Adenocarcinoma of the large intestine (HP:0040275)-Hepatocellular carcinoma (HP:0001402), 	Proximity to SPRTN Fatigue (HP:0012378)-impaired exercise endurance (MP:0012106), Abdominal pain (HP:0002027)-impaired exercise endurance (MP:0012106), 	
DMXL2	23312	0.5001	1.0000	0.7492	0.0000	0.2223	0.0000	0.5001	0.5001	1.0000	0		Adenocarcinoma of the large intestine (HP:0040275)-embryo tumor (MP:0014018), 		Proximity to SLC18A3 associated with Myasthenic syndrome, congenital, 21, presynaptic (OMIM:617239): Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Feeding difficulties (HP:0011968), 	Proximity to SLC18A3 Fatigue (HP:0012378)-impaired exercise endurance (MP:0012106), Abdominal pain (HP:0002027)-impaired exercise endurance (MP:0012106), 	
NABP1	64859	0.6675	0.8000	0.7305	0.6675	0.0000	0.0000	0.5000	0.6675	1.0000	0	Acute promyelocytic leukemia (ORPHA:520): Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Abdominal pain (HP:0002027), 			Proximity to SLC25A4 associated with Autosomal dominant progressive external ophthalmoplegia (ORPHA:254892): Adenocarcinoma of the large intestine (HP:0040275)-Gastroesophageal reflux (HP:0002020), Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Myalgia (HP:0003326), 		
CSH1	1442	0.5017	0.9842	0.7242	0.0000	0.0000	0.0000	0.5017	0.5017	1.0000	0				Proximity to MPL associated with Polycythemia vera (ORPHA:729): Adenocarcinoma of the large intestine (HP:0040275)-Myelodysplasia (HP:0002863), Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Abdominal pain (HP:0002027), 		
VWF	7450	0.5039	0.9222	0.6032	0.2795	0.3622	0.0000	0.5039	0.5039	1.0000	0	von Willebrand disease, type 1 (OMIM:193400): Adenocarcinoma of the large intestine (HP:0040275)-Gastrointestinal angiodysplasia (HP:0000471), Abdominal pain (HP:0002027)-Gastrointestinal hemorrhage (HP:0002239), 	Adenocarcinoma of the large intestine (HP:0040275)-melena (MP:0003292), Abdominal pain (HP:0002027)-melena (MP:0003292), 		Proximity to SERPING1 associated with Angioedema, hereditary, types I and II (OMIM:106100): Adenocarcinoma of the large intestine (HP:0040275)-Intestinal edema (HP:0005225), Fatigue (HP:0012378)-Abdominal pain (HP:0002027), Abdominal pain (HP:0002027)-Abdominal pain (HP:0002027), 		
RIPK3	11035	0.5050	0.9166	0.5936	0.0000	0.0000	0.0000	0.5050	0.5050	1.0000	0				Proximity to TICAM1 associated with Herpes simplex virus encephalitis (ORPHA:1930): Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Nausea and vomiting (HP:0002017), 	Proximity to TICAM1 Adenocarcinoma of the large intestine (HP:0040275)-abnormal enterocyte physiology (MP:0008882), Abdominal pain (HP:0002027)-abnormal enterocyte physiology (MP:0008882), 	
MRPL45	84311	0.5000	0.9145	0.5763	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to RAD54B associated with Colon cancer, somatic (OMIM:114500): Adenocarcinoma of the large intestine (HP:0040275)-Hereditary nonpolyposis colorectal carcinoma (HP:0006716), 		
KIR2DL1	3802	0.5005	0.8969	0.5376	0.0000	0.0000	0.0000	0.5005	0.5005	1.0000	0				Proximity to KLRC4 associated with Behçet disease (ORPHA:117): Adenocarcinoma of the large intestine (HP:0040275)-Malabsorption (HP:0002024), Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Abdominal pain (HP:0002027), 		
FARP2	9855	0.5004	0.8957	0.5348	0.0000	0.0000	0.0000	0.5004	0.5004	1.0000	0				Proximity to SEMA3D associated with Hirschsprung disease (ORPHA:388): Adenocarcinoma of the large intestine (HP:0040275)-Intestinal polyposis (HP:0200008), Fatigue (HP:0012378)-Abdominal pain (HP:0002027), Abdominal pain (HP:0002027)-Abdominal pain (HP:0002027), 		
OXER1	165140	0.5011	0.8874	0.5176	0.0000	0.0000	0.0000	0.5011	0.5011	1.0000	0					Proximity to APLNR Fatigue (HP:0012378)-impaired exercise endurance (MP:0012106), Abdominal pain (HP:0002027)-impaired exercise endurance (MP:0012106), 	
NFRKB	4798	0.5000	0.8420	0.4114	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to FOXP1 associated with MALT lymphoma (ORPHA:52417): Adenocarcinoma of the large intestine (HP:0040275)-B-cell lymphoma (HP:0012191), Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Abdominal pain (HP:0002027), 		
LAMA3	3909	0.5020	0.8341	0.3990	0.3824	0.2996	0.0000	0.5020	0.5020	1.0000	0	Junctional epidermolysis bullosa, generalized severe (ORPHA:79404): Adenocarcinoma of the large intestine (HP:0040275)-Esophageal stricture (HP:0002043), Abdominal pain (HP:0002027)-Feeding difficulties (HP:0011968), 	Adenocarcinoma of the large intestine (HP:0040275)-small stomach (MP:0002691), Abdominal pain (HP:0002027)-small stomach (MP:0002691), 		Proximity to DMD associated with Becker muscular dystrophy (ORPHA:98895): Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Myalgia (HP:0003326), 	Proximity to DMD Fatigue (HP:0012378)-fatigue (MP:0002899), Abdominal pain (HP:0002027)-fatigue (MP:0002899), 	
LOXHD1	125336	0.5006	0.8315	0.3900	0.0000	0.0000	0.0000	0.5006	0.5006	1.0000	0				Proximity to CDH23 associated with Cushing disease (ORPHA:96253): Adenocarcinoma of the large intestine (HP:0040275)-Pituitary adenoma (HP:0002893), Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Abdominal pain (HP:0002027), 	Proximity to CDH23 Adenocarcinoma of the large intestine (HP:0040275)-abnormal defecation (MP:0003866), Abdominal pain (HP:0002027)-abnormal defecation (MP:0003866), 	
SMG8	55181	0.5009	0.7980	0.3202	0.0000	0.0000	0.0000	0.5009	0.5009	1.0000	0				Proximity to RPL27 associated with Blackfan-Diamond anemia (ORPHA:124): Adenocarcinoma of the large intestine (HP:0040275)-Acute leukemia (HP:0002488), Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Fatigue (HP:0012378), 		
URB1	9875	0.5001	0.7968	0.3160	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to NUMA1 associated with Acute promyelocytic leukemia (ORPHA:520): Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Abdominal pain (HP:0002027), 		
AKAP3	10566	0.5000	0.7894	0.3014	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to LRRC8A associated with Autosomal agammaglobulinemia (ORPHA:33110): Adenocarcinoma of the large intestine (HP:0040275)-Malabsorption (HP:0002024), Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Diarrhea (HP:0002014), 		
RBPJL	11317	0.5027	0.7799	0.2888	0.0000	0.0000	0.0000	0.5027	0.5027	1.0000	0				Proximity to TBX19 associated with Congenital isolated ACTH deficiency (ORPHA:199296): Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Fatigue (HP:0012378), 		
OR2M3	127062	0.5001	0.7631	0.2531	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to PALLD associated with Familial pancreatic carcinoma (ORPHA:1333): Adenocarcinoma of the large intestine (HP:0040275)-Colon cancer (HP:0003003), Fatigue (HP:0012378)-Chronic fatigue (HP:0012432), Abdominal pain (HP:0002027)-Abdominal pain (HP:0002027), 		
USP40	55230	0.5000	0.7338	0.2056	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to POLG2 associated with Autosomal dominant progressive external ophthalmoplegia (ORPHA:254892): Adenocarcinoma of the large intestine (HP:0040275)-Gastroesophageal reflux (HP:0002020), Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Myalgia (HP:0003326), 		
ASPM	259266	0.5001	0.6880	0.1454	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to KIF23 associated with Congenital dyserythropoietic anemia type III (ORPHA:98870): Adenocarcinoma of the large intestine (HP:0040275)-Melena (HP:0002249), Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Fatigue (HP:0012378), 		
RECQL5	9400	0.5003	0.6732	0.1295	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0				Proximity to RAD54B associated with Colon cancer, somatic (OMIM:114500): Adenocarcinoma of the large intestine (HP:0040275)-Hereditary nonpolyposis colorectal carcinoma (HP:0006716), 		
IGFN1	91156	0.5000	0.6732	0.1292	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ACTG2 associated with Visceral myopathy (OMIM:155310): Adenocarcinoma of the large intestine (HP:0040275)-Microcolon (HP:0004388), Fatigue (HP:0012378)-Abdominal pain (HP:0002027), Abdominal pain (HP:0002027)-Abdominal pain (HP:0002027), 		
OTOG	340990	0.5003	0.6635	0.1198	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0				Proximity to CDH23 associated with Cushing disease (ORPHA:96253): Adenocarcinoma of the large intestine (HP:0040275)-Pituitary adenoma (HP:0002893), Fatigue (HP:0012378)-Fatigue (HP:0012378), Abdominal pain (HP:0002027)-Abdominal pain (HP:0002027), 	Proximity to CDH23 Adenocarcinoma of the large intestine (HP:0040275)-abnormal defecation (MP:0003866), Abdominal pain (HP:0002027)-abnormal defecation (MP:0003866), 	
