#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
ZNF280A	129025	0.5284	0.9940	0.7913	0.0000	0.0000	0.0000	0.5284	0.5284	1.0000	0				Proximity to QRICH1 associated with Ververi-Brady syndrome (OMIM:617982): Intellectual disability (HP:0001249)-Intellectual disability, mild (HP:0001256), Short stature (HP:0004322)-Intrauterine growth retardation (HP:0001511), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Macrotia (HP:0000400)-Cupped ear (HP:0000378), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Long palpebral fissure (HP:0000637)-Ptosis (HP:0000508), 	Proximity to QRICH1 Triangular face (HP:0000325)-cleft palate (MP:0000111), Macrodontia (HP:0001572)-cleft palate (MP:0000111), 	
ACTL9	284382	0.5005	0.9963	0.7434	0.0000	0.0000	0.0000	0.5005	0.5005	1.0000	0				Proximity to ACTG1 associated with Baraitser-Winter syndrome 2 (OMIM:614583): Intellectual disability (HP:0001249)-Intellectual disability (HP:0001249), Short stature (HP:0004322)-Short stature (HP:0004322), Microcephaly (HP:0000252)-Postnatal microcephaly (HP:0005484), Macrotia (HP:0000400)-Abnormality of the pinna (HP:0000377), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Long palpebral fissure (HP:0000637)-Long palpebral fissure (HP:0000637), Macrodontia (HP:0001572)-Pointed chin (HP:0000307), 	Proximity to ACTG1 Macrotia (HP:0000400)-impaired hearing (MP:0006325), 	
NIPA1	123606	0.2562	0.9883	0.1753	0.0000	0.0000	0.0000	0.5124	0.5124	0.5000	0				Proximity to SPART associated with Autosomal recessive spastic paraplegia type 20 (ORPHA:101000): Short stature (HP:0004322)-Short stature (HP:0004322), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Macrotia (HP:0000400)-Low-set ears (HP:0000369), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Long palpebral fissure (HP:0000637)-Downslanted palpebral fissures (HP:0000494), Macrodontia (HP:0001572)-Overbite (HP:0011094), 	Proximity to SPART Intellectual disability (HP:0001249)-abnormal gait (MP:0001406), Microcephaly (HP:0000252)-paraparesis (MP:0009434), 	
LILRA6	79168	0.5000	0.5757	0.0571	0.0000	0.2452	0.0000	0.5000	0.5000	1.0000	0		Microcephaly (HP:0000252)-abnormal visual cortex morphology (MP:0000805), 		Proximity to BCR associated with Distal 22q11.2 microdeletion syndrome (ORPHA:261330): Intellectual disability (HP:0001249)-Intellectual disability (HP:0001249), Short stature (HP:0004322)-Short stature (HP:0004322), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Macrotia (HP:0000400)-Abnormality of earlobe (HP:0000363), Hypertelorism (HP:0000316)-Deeply set eye (HP:0000490), Long palpebral fissure (HP:0000637)-Blepharophimosis (HP:0000581), Macrodontia (HP:0001572)-Pointed chin (HP:0000307), 		
NOTCH2NLC	100996717	0.0920	0.9877	0.0369	0.1841	0.0000	0.0000	0.0000	0.1841	0.5000	0	Neuronal intranuclear inclusion disease (ORPHA:2289): Long palpebral fissure (HP:0000637)-Ophthalmoplegia (HP:0000602), 					
SPATA31E3P	-1	0.0000	1.0000	0.0162	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
ZNF717	100131827	0.0000	0.9945	0.0154	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
PDE4DIP	9659	0.0000	0.9821	0.0138	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
NSUN5P1	-1	0.0000	0.9525	0.0106	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
LILRB1	10859	0.2452	0.6609	0.0093	0.0000	0.2452	0.0000	0.0000	0.2452	1.0000	0		Microcephaly (HP:0000252)-abnormal visual cortex morphology (MP:0000805), 				
IGLV5-48	-1	0.0000	0.9370	0.0092	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
PRAMEF7	441871	0.0000	0.8781	0.0054	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
AC007318.3	-1	0.0000	0.8000	0.0026	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHJ6	-1	0.0000	0.6341	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
LAIR1	3903	0.0000	0.4244	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
PRAMEF18	391003	0.0000	0.3884	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
ANTXRL	195977	0.0000	0.1128	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
