#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
PEX1	5189	0.7518	0.9292	0.9552	0.7518	0.2420	0.0000	0.5159	0.7518	1.0000	0	Neonatal adrenoleukodystrophy (ORPHA:44): Seizure (HP:0001250)-Seizure (HP:0001250), Primary adrenal insufficiency (HP:0008207)-Primary adrenal insufficiency (HP:0008207), Neurodegeneration (HP:0002180)-Optic atrophy (HP:0000648), 	Neurodegeneration (HP:0002180)-retinal cone cell degeneration (MP:0008444), 		Proximity to PEX26 associated with Neonatal adrenoleukodystrophy (ORPHA:44): Seizure (HP:0001250)-Seizure (HP:0001250), Primary adrenal insufficiency (HP:0008207)-Primary adrenal insufficiency (HP:0008207), Neurodegeneration (HP:0002180)-Optic atrophy (HP:0000648), 		
DMXL2	23312	0.5035	1.0000	0.7557	0.3677	0.2418	0.0000	0.5035	0.5035	1.0000	0	Polyendocrine-polyneuropathy syndrome (ORPHA:453533): Primary adrenal insufficiency (HP:0008207)-Central hypothyroidism (HP:0011787), 	Abnormality of the cerebral white matter (HP:0002500)-multiple persisting craniopharyngeal ducts (MP:0013968), 		Proximity to ATP6V1E1 associated with Autosomal recessive cutis laxa type 2, classic type (ORPHA:357074): Mental deterioration (HP:0001268)-Dementia (HP:0000726), Seizure (HP:0001250)-Seizure (HP:0001250), 		
ADGRA3	166647	0.5031	0.9973	0.7503	0.0000	0.0000	0.0000	0.5031	0.5031	1.0000	0					Proximity to ROBO1 Abnormality of the cerebral white matter (HP:0002500)-abnormal hippocampal commissure morphology (MP:0008221), 	
TPTE	7179	0.5039	0.9945	0.7470	0.0000	0.0000	0.0000	0.5039	0.5039	1.0000	0				Proximity to SPG21 associated with Autosomal recessive spastic paraplegia type 21 (ORPHA:101001): Mental deterioration (HP:0001268)-Dementia (HP:0000726), Neurodegeneration (HP:0002180)-Frontotemporal cerebral atrophy (HP:0006892), Abnormality of the cerebral white matter (HP:0002500)-Hypoplasia of the corpus callosum (HP:0002079), 		
CSH1	1442	0.5001	0.9842	0.7209	0.0000	0.3574	0.0000	0.5001	0.5001	1.0000	0		Abnormality of the cerebral white matter (HP:0002500)-small pituitary gland (MP:0005361), 		Proximity to LEP associated with Obesity due to congenital leptin deficiency (ORPHA:66628): Primary adrenal insufficiency (HP:0008207)-Pituitary hypothyroidism (HP:0008245), 	Proximity to LEP Primary adrenal insufficiency (HP:0008207)-hypersecretion of corticosterone (MP:0001744), Abnormality of the cerebral white matter (HP:0002500)-abnormal cortical plate morphology (MP:0008439), 	
COL6A6	131873	0.5001	0.9447	0.6425	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to COL4A1 associated with Microangiopathy and leukoencephalopathy, pontine, autosomal dominant (OMIM:618564): Mental deterioration (HP:0001268)-Dementia (HP:0000726), Abnormality of the cerebral white matter (HP:0002500)-Hyperintensity of cerebral white matter on MRI (HP:0030890), 	Proximity to COL4A1 Seizure (HP:0001250)-seizures (MP:0002064), Abnormality of the cerebral white matter (HP:0002500)-abnormal brain morphology (MP:0002152), 	
KIF27	55582	0.5021	0.9298	0.6153	0.0000	0.3599	0.0000	0.5021	0.5021	1.0000	0		Abnormality of the cerebral white matter (HP:0002500)-abnormal brain ventricular system morphology (MP:0002200), 		Proximity to GLI3 associated with Pallister-Hall syndrome (ORPHA:672): Seizure (HP:0001250)-Focal emotional seizure with laughing (HP:0010821), Primary adrenal insufficiency (HP:0008207)-Primary adrenal insufficiency (HP:0008207), Abnormality of the cerebral white matter (HP:0002500)-Abnormal corpus callosum morphology (HP:0001273), 	Proximity to GLI3 Neurodegeneration (HP:0002180)-spongiform encephalopathy (MP:0002654), Abnormality of the cerebral white matter (HP:0002500)-absent hippocampal commissure (MP:0008223), 	
VWF	7450	0.5011	0.9222	0.5961	0.0000	0.0000	0.0000	0.5011	0.5011	1.0000	0					Proximity to HSPA5 Abnormality of the cerebral white matter (HP:0002500)-abnormal brain internal capsule morphology (MP:0008128), 	
RIPK3	11035	0.5033	0.9166	0.5895	0.0000	0.2765	0.0000	0.5033	0.5033	1.0000	0		Primary adrenal insufficiency (HP:0008207)-decreased susceptibility to induced pancreatitis (MP:0004155), 		Proximity to NFKB2 associated with Deficiency in anterior pituitary function-variable immunodeficiency syndrome (ORPHA:293978): Seizure (HP:0001250)-Generalized non-motor (absence) seizure (HP:0002121), Primary adrenal insufficiency (HP:0008207)-Adrenocorticotropin deficient adrenal insufficiency (HP:0011735), 	Proximity to NFKB2 Mental deterioration (HP:0001268)-hunched posture (MP:0001505), 	
MRPL45	84311	0.5000	0.9145	0.5763	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to NDN associated with Prader-Willi syndrome (OMIM:176270): Seizure (HP:0001250)-Seizure (HP:0001250), Psychosis (HP:0000709)-Psychosis (HP:0000709), Primary adrenal insufficiency (HP:0008207)-Adrenal insufficiency (HP:0000846), 	Proximity to NDN Mental deterioration (HP:0001268)-abnormal spatial learning (MP:0001463), Abnormality of the cerebral white matter (HP:0002500)-abnormal hypothalamus morphology (MP:0000837), 	
