#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
VWF	7450	0.6784	0.9222	0.9031	0.5905	0.6784	0.0000	0.5073	0.6784	1.0000	0	von Willebrand disease, types 2A, 2B, 2M, and 2N (OMIM:613554): Eczema (HP:0000964)-Bruising susceptibility (HP:0000978), Thrombocytopenia (HP:0001873)-Thrombocytopenia (HP:0001873), Decreased mean platelet volume (HP:0005537)-Thrombocytopenia (HP:0001873), Hematochezia (HP:0002573)-Epistaxis (HP:0000421), 	Eczema (HP:0000964)-increased acute inflammation (MP:0005088), Thrombocytopenia (HP:0001873)-thrombocytopenia (MP:0003179), Decreased mean platelet volume (HP:0005537)-increased mean platelet volume (MP:0002599), Otitis media (HP:0000388)-increased acute inflammation (MP:0005088), Hematochezia (HP:0002573)-increased bleeding time (MP:0005606), 		Proximity to GP9 associated with Bernard-Soulier syndrome, type C (OMIM:231200): Eczema (HP:0000964)-Purpura (HP:0000979), Thrombocytopenia (HP:0001873)-Thrombocytopenia (HP:0001873), Decreased mean platelet volume (HP:0005537)-Giant platelets (HP:0001902), Hematochezia (HP:0002573)-Gastrointestinal hemorrhage (HP:0002239), 	Proximity to GP9 Thrombocytopenia (HP:0001873)-thrombocytopenia (MP:0003179), Decreased mean platelet volume (HP:0005537)-increased mean platelet volume (MP:0002599), 	
DMXL2	23312	0.5003	1.0000	0.7496	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0					Proximity to ATP6V1D Thrombocytopenia (HP:0001873)-thrombocytosis (MP:0005505), Decreased mean platelet volume (HP:0005537)-decreased mean platelet volume (MP:0008935), 	
ADGRA3	166647	0.5000	0.9973	0.7443	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GP9 associated with Bernard-Soulier syndrome, type C (OMIM:231200): Eczema (HP:0000964)-Purpura (HP:0000979), Thrombocytopenia (HP:0001873)-Thrombocytopenia (HP:0001873), Decreased mean platelet volume (HP:0005537)-Giant platelets (HP:0001902), Hematochezia (HP:0002573)-Gastrointestinal hemorrhage (HP:0002239), 	Proximity to GP9 Thrombocytopenia (HP:0001873)-thrombocytopenia (MP:0003179), Decreased mean platelet volume (HP:0005537)-increased mean platelet volume (MP:0002599), 	
TPTE	7179	0.5003	0.9945	0.7398	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0				Proximity to PTEN associated with Juvenile polyposis of infancy (ORPHA:79076): Eczema (HP:0000964)-Hemangioma (HP:0001028), Thrombocytopenia (HP:0001873)-Refractory anemia (HP:0005505), Decreased mean platelet volume (HP:0005537)-Refractory anemia (HP:0005505), Hematochezia (HP:0002573)-Hematochezia (HP:0002573), 	Proximity to PTEN Eczema (HP:0000964)-increased mammary gland tumor incidence (MP:0010299), Hematochezia (HP:0002573)-colon polyps (MP:0003269), 	Proximity to PTEN Thrombocytopenia (HP:0001873)-abnormal(ly) decreased amount macrophage (ZP:0003789), Decreased mean platelet volume (HP:0005537)-abnormal(ly) decreased amount macrophage (ZP:0003789), 
CSH1	1442	0.5021	0.9842	0.7250	0.0000	0.0000	0.0000	0.5021	0.5021	1.0000	0				Proximity to IL10RA associated with Inflammatory bowel disease 28, early onset, autosomal recessive (OMIM:613148): Eczema (HP:0000964)-Folliculitis (HP:0025084), Otitis media (HP:0000388)-Folliculitis (HP:0025084), Hematochezia (HP:0002573)-Hematochezia (HP:0002573), 	Proximity to IL10RA Eczema (HP:0000964)-cecum inflammation (MP:0009481), Otitis media (HP:0000388)-cecum inflammation (MP:0009481), Hematochezia (HP:0002573)-cecum inflammation (MP:0009481), 	
COL6A6	131873	0.5013	0.9447	0.6452	0.0000	0.0000	0.0000	0.5013	0.5013	1.0000	0				Proximity to ITGA2B associated with Bleeding disorder, platelet-type, 16, autosomal dominant (OMIM:187800): Eczema (HP:0000964)-Petechiae (HP:0000967), Thrombocytopenia (HP:0001873)-Macrothrombocytopenia (HP:0040185), Decreased mean platelet volume (HP:0005537)-Giant platelets (HP:0001902), Hematochezia (HP:0002573)-Petechiae (HP:0000967), 	Proximity to ITGA2B Thrombocytopenia (HP:0001873)-abnormal platelet alpha-granule morphology (MP:0014060), Decreased mean platelet volume (HP:0005537)-abnormal platelet alpha-granule morphology (MP:0014060), Hematochezia (HP:0002573)-gastrointestinal hemorrhage (MP:0000465), 	Proximity to ITGA2B Thrombocytopenia (HP:0001873)-abnormal(ly) distributed thrombocyte (ZP:0001482), Decreased mean platelet volume (HP:0005537)-abnormal(ly) distributed thrombocyte (ZP:0001482), 
KIF27	55582	0.5000	0.9298	0.6102	0.0000	0.4297	0.0000	0.5000	0.5000	1.0000	0		Eczema (HP:0000964)-increased susceptibility to otitis media (MP:0001850), Otitis media (HP:0000388)-increased susceptibility to otitis media (MP:0001850), Hematochezia (HP:0002573)-intraventricular hemorrhage (MP:0001917), 		Proximity to FLI1 associated with Bleeding disorder, platelet-type, 21 (OMIM:617443): Eczema (HP:0000964)-Eczema (HP:0000964), Thrombocytopenia (HP:0001873)-Thrombocytopenia (HP:0001873), Decreased mean platelet volume (HP:0005537)-Thrombocytopenia (HP:0001873), Otitis media (HP:0000388)-Eczema (HP:0000964), Hematochezia (HP:0002573)-Menorrhagia (HP:0000132), 	Proximity to FLI1 Thrombocytopenia (HP:0001873)-decreased hematocrit (MP:0000208), Decreased mean platelet volume (HP:0005537)-anemia (MP:0001577), 	
PEX1	5189	0.5001	0.9292	0.6092	0.2559	0.3858	0.0000	0.5001	0.5001	1.0000	0	Zellweger syndrome (ORPHA:912): Eczema (HP:0000964)-Abnormal chorioretinal morphology (HP:0000532), Thrombocytopenia (HP:0001873)-Polymicrogyria (HP:0002126), Decreased mean platelet volume (HP:0005537)-Polymicrogyria (HP:0002126), Hematochezia (HP:0002573)-Feeding difficulties in infancy (HP:0008872), 	Eczema (HP:0000964)-vascular inflammation (MP:0001863), Otitis media (HP:0000388)-vascular inflammation (MP:0001863), Hematochezia (HP:0002573)-cholestasis (MP:0000610), 			Proximity to NFE2 Eczema (HP:0000964)-pallor (MP:0003717), Thrombocytopenia (HP:0001873)-thrombocytopenia (MP:0003179), Decreased mean platelet volume (HP:0005537)-thrombocytopenia (MP:0003179), Hematochezia (HP:0002573)-internal hemorrhage (MP:0001634), 	Proximity to NFE2 Thrombocytopenia (HP:0001873)-abnormal(ly) low saturation nucleate erythrocyte (ZP:0000514), Decreased mean platelet volume (HP:0005537)-abnormal(ly) low saturation nucleate erythrocyte (ZP:0000514), Hematochezia (HP:0002573)-abnormal(ly) decreased size esophagus muscle (ZP:0003096), 
MUC4	4585	0.5051	0.9133	0.5867	0.0000	0.3138	0.0000	0.5051	0.5051	1.0000	0		Eczema (HP:0000964)-decreased susceptibility to induced colitis (MP:0008539), Otitis media (HP:0000388)-decreased susceptibility to induced colitis (MP:0008539), Hematochezia (HP:0002573)-decreased susceptibility to induced colitis (MP:0008539), 			Proximity to C1GALT1 Eczema (HP:0000964)-kidney inflammation (MP:0001859), Thrombocytopenia (HP:0001873)-thrombocytopenia (MP:0003179), Decreased mean platelet volume (HP:0005537)-increased mean platelet volume (MP:0002599), Otitis media (HP:0000388)-kidney inflammation (MP:0001859), 	
RIPK3	11035	0.5001	0.9166	0.5813	0.0000	0.3166	0.0000	0.5001	0.5001	1.0000	0		Eczema (HP:0000964)-decreased inflammatory response (MP:0001876), Otitis media (HP:0000388)-decreased inflammatory response (MP:0001876), 		Proximity to TNFAIP3 associated with Autoinflammatory syndrome, familial, Behcet-like (OMIM:616744): Eczema (HP:0000964)-Skin rash (HP:0000988), Thrombocytopenia (HP:0001873)-Thrombocytopenia (HP:0001873), Decreased mean platelet volume (HP:0005537)-Thrombocytopenia (HP:0001873), Otitis media (HP:0000388)-Skin rash (HP:0000988), Hematochezia (HP:0002573)-Colitis (HP:0002583), 	Proximity to TNFAIP3 Eczema (HP:0000964)-intestinal inflammation (MP:0001858), Thrombocytopenia (HP:0001873)-increased granulocyte number (MP:0000322), Decreased mean platelet volume (HP:0005537)-increased granulocyte number (MP:0000322), Otitis media (HP:0000388)-increased inflammatory response (MP:0001846), Hematochezia (HP:0002573)-intestinal inflammation (MP:0001858), 	
MRPL45	84311	0.5000	0.9145	0.5763	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to TINF2 associated with Dyskeratosis congenita, autosomal dominant 3 (OMIM:613990): Eczema (HP:0000964)-Bone marrow hypocellularity (HP:0005528), Thrombocytopenia (HP:0001873)-Thrombocytopenia (HP:0001873), Decreased mean platelet volume (HP:0005537)-Thrombocytopenia (HP:0001873), Otitis media (HP:0000388)-Bone marrow hypocellularity (HP:0005528), 	Proximity to TINF2 Eczema (HP:0000964)-dermatitis (MP:0001194), Thrombocytopenia (HP:0001873)-pancytopenia (MP:0005152), Decreased mean platelet volume (HP:0005537)-pancytopenia (MP:0005152), Otitis media (HP:0000388)-dermatitis (MP:0001194), 	
