#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
WAS	7454	0.8455	1.0000	0.9908	0.8455	0.6374	0.0000	0.5049	0.8455	1.0000	0	Thrombocytopenia, X-linked, intermittent (OMIM:313900): Eczema (HP:0000964)-Eczema (HP:0000964), Thrombocytopenia (HP:0001873)-Congenital thrombocytopenia (HP:0001905), Decreased mean platelet volume (HP:0005537)-Decreased mean platelet volume (HP:0005537), Otitis media (HP:0000388)-Eczema (HP:0000964), Hematochezia (HP:0002573)-Epistaxis (HP:0000421), 	Eczema (HP:0000964)-colitis (MP:0002816), Thrombocytopenia (HP:0001873)-thrombocytopenia (MP:0003179), Decreased mean platelet volume (HP:0005537)-thrombocytopenia (MP:0003179), Otitis media (HP:0000388)-colitis (MP:0002816), Hematochezia (HP:0002573)-colitis (MP:0002816), 		Proximity to ARPC1B associated with Platelet abnormalities with eosinophilia and immune-mediated inflammatory disease (OMIM:617718): Eczema (HP:0000964)-Vasculitis (HP:0002633), Thrombocytopenia (HP:0001873)-Thrombocytopenia (HP:0001873), Decreased mean platelet volume (HP:0005537)-Decreased mean platelet volume (HP:0005537), Otitis media (HP:0000388)-Inflammation of the large intestine (HP:0002037), Hematochezia (HP:0002573)-Inflammation of the large intestine (HP:0002037), 	Proximity to ARPC1B Eczema (HP:0000964)-skin fibrosis (MP:0009932), Thrombocytopenia (HP:0001873)-increased red blood cell distribution width (MP:0010067), Decreased mean platelet volume (HP:0005537)-increased red blood cell distribution width (MP:0010067), 	
GPR101	83550	0.5000	0.9943	0.7390	0.4924	0.0000	0.0000	0.5000	0.5000	1.0000	0	Acromegaly (ORPHA:963): Eczema (HP:0000964)-Acne (HP:0001061), Thrombocytopenia (HP:0001873)-Acanthosis nigricans (HP:0000956), Decreased mean platelet volume (HP:0005537)-Acanthosis nigricans (HP:0000956), Otitis media (HP:0000388)-Acne (HP:0001061), Hematochezia (HP:0002573)-Hypertension (HP:0000822), 				Proximity to FFAR2 Eczema (HP:0000964)-large intestinal inflammation (MP:0003304), Thrombocytopenia (HP:0001873)-abnormal neutrophil morphology (MP:0005065), Decreased mean platelet volume (HP:0005537)-abnormal neutrophil morphology (MP:0005065), Otitis media (HP:0000388)-abnormal inflammatory response (MP:0001845), Hematochezia (HP:0002573)-rectal hemorrhage (MP:0003293), 	
CACNA1F	778	0.5004	0.9926	0.7369	0.0000	0.0000	0.0000	0.5004	0.5004	1.0000	0					Proximity to RASGRP3 Thrombocytopenia (HP:0001873)-decreased mean platelet volume (MP:0008935), Decreased mean platelet volume (HP:0005537)-decreased mean platelet volume (MP:0008935), 	
MXRA5	25878	0.5000	0.9921	0.7352	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GP9 associated with Bernard-Soulier syndrome, type C (OMIM:231200): Eczema (HP:0000964)-Purpura (HP:0000979), Thrombocytopenia (HP:0001873)-Thrombocytopenia (HP:0001873), Decreased mean platelet volume (HP:0005537)-Giant platelets (HP:0001902), Hematochezia (HP:0002573)-Gastrointestinal hemorrhage (HP:0002239), 	Proximity to GP9 Thrombocytopenia (HP:0001873)-thrombocytopenia (MP:0003179), Decreased mean platelet volume (HP:0005537)-increased mean platelet volume (MP:0002599), 	
BCORL1	63035	0.5000	0.9908	0.7328	0.1334	0.0000	0.0000	0.5000	0.5000	1.0000	0	Shukla-Vernon syndrome (OMIM:301029): Hematochezia (HP:0002573)-Drooling (HP:0002307), 			Proximity to MECOM associated with Radioulnar synostosis with amegakaryocytic thrombocytopenia 2 (OMIM:616738): Eczema (HP:0000964)-Neutropenia (HP:0001875), Thrombocytopenia (HP:0001873)-Thrombocytopenia (HP:0001873), Decreased mean platelet volume (HP:0005537)-Thrombocytopenia (HP:0001873), Otitis media (HP:0000388)-Neutropenia (HP:0001875), 	Proximity to MECOM Thrombocytopenia (HP:0001873)-thrombocytopenia (MP:0003179), Decreased mean platelet volume (HP:0005537)-thrombocytopenia (MP:0003179), Hematochezia (HP:0002573)-hemorrhage (MP:0001914), 	
ARHGAP36	158763	0.5001	0.9888	0.7293	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to DOCK8 associated with Hyper-IgE recurrent infection syndrome, autosomal recessive (OMIM:243700): Eczema (HP:0000964)-Eczema (HP:0000964), Thrombocytopenia (HP:0001873)-Eosinophilia (HP:0001880), Decreased mean platelet volume (HP:0005537)-Eosinophilia (HP:0001880), Otitis media (HP:0000388)-Eczema (HP:0000964), Hematochezia (HP:0002573)-Subarachnoid hemorrhage (HP:0002138), 	Proximity to DOCK8 Thrombocytopenia (HP:0001873)-decreased T cell number (MP:0005018), 	
ENOX2	10495	0.5000	0.9851	0.7224	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SMAD4 associated with Generalized juvenile polyposis/juvenile polyposis coli (ORPHA:329971): Thrombocytopenia (HP:0001873)-Anemia (HP:0001903), Decreased mean platelet volume (HP:0005537)-Anemia (HP:0001903), Hematochezia (HP:0002573)-Hematochezia (HP:0002573), 	Proximity to SMAD4 Hematochezia (HP:0002573)-abnormal large intestine morphology (MP:0000489), 	Proximity to SMAD4 Hematochezia (HP:0002573)-abnormal(ly) decreased rate heart contraction (ZP:0000230), 
KIF4A	24137	0.5002	0.9797	0.7127	0.0000	0.0000	0.0000	0.5002	0.5002	1.0000	0				Proximity to CARD14 associated with Pityriasis rubra pilaris (ORPHA:2897): Eczema (HP:0000964)-Eczema (HP:0000964), Thrombocytopenia (HP:0001873)-Ichthyosis (HP:0008064), Decreased mean platelet volume (HP:0005537)-Ichthyosis (HP:0008064), Otitis media (HP:0000388)-Pustule (HP:0200039), 	Proximity to CARD14 Eczema (HP:0000964)-decreased susceptibility to chemically induced skin inflammation (MP:0012573), Otitis media (HP:0000388)-decreased susceptibility to chemically induced skin inflammation (MP:0012573), 	
AMMECR1	9949	0.5000	0.9649	0.6836	0.4153	0.0000	0.0000	0.5000	0.5000	1.0000	0	Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis (OMIM:300990): Thrombocytopenia (HP:0001873)-Elliptocytosis (HP:0004445), Decreased mean platelet volume (HP:0005537)-Elliptocytosis (HP:0004445), Otitis media (HP:0000388)-Mixed hearing impairment (HP:0000410), 			Proximity to ITGB3 associated with Bleeding disorder, platelet-type, 16, autosomal dominant (OMIM:187800): Eczema (HP:0000964)-Petechiae (HP:0000967), Thrombocytopenia (HP:0001873)-Macrothrombocytopenia (HP:0040185), Decreased mean platelet volume (HP:0005537)-Giant platelets (HP:0001902), Hematochezia (HP:0002573)-Petechiae (HP:0000967), 	Proximity to ITGB3 Eczema (HP:0000964)-dermatitis (MP:0001194), Thrombocytopenia (HP:0001873)-decreased erythrocyte cell number (MP:0002875), Decreased mean platelet volume (HP:0005537)-abnormal platelet activation (MP:0006298), Otitis media (HP:0000388)-myositis (MP:0004510), Hematochezia (HP:0002573)-gastrointestinal hemorrhage (MP:0000465), 	
HTR2C	3358	0.5001	0.8947	0.5316	0.0000	0.1972	0.0000	0.5001	0.5001	1.0000	0		Eczema (HP:0000964)-mottled coat (MP:0000421), Otitis media (HP:0000388)-decreased food intake (MP:0011940), 		Proximity to DTNBP1 associated with Hermansky-Pudlak syndrome 7 (OMIM:614076): Eczema (HP:0000964)-Bruising susceptibility (HP:0000978), Thrombocytopenia (HP:0001873)-Impaired platelet aggregation (HP:0003540), Decreased mean platelet volume (HP:0005537)-Impaired platelet aggregation (HP:0003540), Hematochezia (HP:0002573)-Epistaxis (HP:0000421), 	Proximity to DTNBP1 Eczema (HP:0000964)-diluted coat color (MP:0000371), Thrombocytopenia (HP:0001873)-thrombocytopenia (MP:0003179), Decreased mean platelet volume (HP:0005537)-decreased platelet dense granule number (MP:0020432), 	
