#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
GPR101	83550	0.7530	0.9943	0.9752	0.7530	0.0000	0.0000	0.5000	0.7530	1.0000	0	Acromegaly (ORPHA:963): Short stature (HP:0004322)-Tall stature (HP:0000098), Low-set, posteriorly rotated ears (HP:0000368)-Macrotia (HP:0000400), Wide nose (HP:0000445)-Wide nose (HP:0000445), Short nose (HP:0003196)-Wide nose (HP:0000445), 				Proximity to LPAR1 Short stature (HP:0004322)-decreased body height (MP:0001255), Hypertelorism (HP:0000316)-ocular hypertelorism (MP:0001300), Wide nose (HP:0000445)-short snout (MP:0000445), Short nose (HP:0003196)-short snout (MP:0000445), 	
CASK	8573	0.7335	0.9886	0.9682	0.7335	0.5881	0.0000	0.0000	0.7335	1.0000	0	Mental retardation and microcephaly with pontine and cerebellar hypoplasia (OMIM:300749): Short stature (HP:0004322)-Short stature (HP:0004322), Low-set, posteriorly rotated ears (HP:0000368)-Macrotia (HP:0000400), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Short nose (HP:0003196), Short nose (HP:0003196)-Short nose (HP:0003196), 	Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), Hypertelorism (HP:0000316)-delayed eyelid opening (MP:0001290), Wide nose (HP:0000445)-pointed snout (MP:0000448), Short nose (HP:0003196)-pointed snout (MP:0000448), 				
BCORL1	63035	0.5074	0.9908	0.7476	0.5074	0.0000	0.0000	0.5009	0.5074	1.0000	0	Shukla-Vernon syndrome (OMIM:301029): Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Wide nasal base (HP:0012810), Short nose (HP:0003196)-Wide nasal base (HP:0012810), 			Proximity to HDAC4 associated with 2q37 microdeletion syndrome (ORPHA:1001): Short stature (HP:0004322)-Short stature (HP:0004322), Broad neck (HP:0000475)-Short neck (HP:0000470), Hypertelorism (HP:0000316)-Deeply set eye (HP:0000490), Wide nose (HP:0000445)-Anteverted nares (HP:0000463), Short nose (HP:0003196)-Underdeveloped nasal alae (HP:0000430), 		
CACNA1F	778	0.5040	0.9926	0.7439	0.0000	0.4718	0.0000	0.5040	0.5040	1.0000	0		Hypertelorism (HP:0000316)-abnormal ocular fundus morphology (MP:0002864), 		Proximity to CACNA1G associated with Spinocerebellar ataxia 42, early-onset, severe, with neurodevelopmental deficits (OMIM:618087): Low-set, posteriorly rotated ears (HP:0000368)-Anteverted ears (HP:0040080), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Short nose (HP:0003196), Short nose (HP:0003196)-Short nose (HP:0003196), 		
KIF4A	24137	0.5139	0.9797	0.7410	0.0000	0.0000	0.0000	0.5139	0.5139	1.0000	0				Proximity to KIF22 associated with Spondyloepimetaphyseal dysplasia with multiple dislocations (ORPHA:93360): Short stature (HP:0004322)-Short stature (HP:0004322), Broad neck (HP:0000475)-Short neck (HP:0000470), Low-set, posteriorly rotated ears (HP:0000368)-Low-set ears (HP:0000369), Wide nose (HP:0000445)-Wide nose (HP:0000445), Short nose (HP:0003196)-Short nose (HP:0003196), 		
MXRA5	25878	0.5007	0.9921	0.7365	0.0000	0.0000	0.0000	0.5007	0.5007	1.0000	0				Proximity to PRKAR1A associated with Acrodysostosis (ORPHA:950): Short stature (HP:0004322)-Short stature (HP:0004322), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Short nose (HP:0003196), Short nose (HP:0003196)-Short nose (HP:0003196), 	Proximity to PRKAR1A Short stature (HP:0004322)-embryonic growth retardation (MP:0003984), 	
ARHGAP36	158763	0.5026	0.9888	0.7344	0.0000	0.0000	0.0000	0.5026	0.5026	1.0000	0				Proximity to FGD1 associated with Aarskog-Scott syndrome (ORPHA:915): Short stature (HP:0004322)-Short stature (HP:0004322), Broad neck (HP:0000475)-Short neck (HP:0000470), Low-set, posteriorly rotated ears (HP:0000368)-Low-set, posteriorly rotated ears (HP:0000368), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Anteverted nares (HP:0000463), Short nose (HP:0003196)-Anteverted nares (HP:0000463), 	Proximity to FGD1 Short stature (HP:0004322)-embryonic growth retardation (MP:0003984), Hypertelorism (HP:0000316)-microphthalmia (MP:0001297), 	
ENOX2	10495	0.5000	0.9851	0.7224	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0					Proximity to TBC1D32 Hypertelorism (HP:0000316)-anophthalmia (MP:0001293), Wide nose (HP:0000445)-short snout (MP:0000445), Short nose (HP:0003196)-short snout (MP:0000445), 	
AMMECR1	9949	0.5004	0.9649	0.6844	0.4546	0.0000	0.0000	0.5004	0.5004	1.0000	0	Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis (OMIM:300990): Short stature (HP:0004322)-Short stature (HP:0004322), Broad neck (HP:0000475)-Short neck (HP:0000470), 			Proximity to AUTS2 associated with Autism spectrum disorder due to AUTS2 deficiency (ORPHA:352490): Short stature (HP:0004322)-Short stature (HP:0004322), Low-set, posteriorly rotated ears (HP:0000368)-Low-set ears (HP:0000369), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Anteverted nares (HP:0000463), Short nose (HP:0003196)-Anteverted nares (HP:0000463), 		
HTR2C	3358	0.5100	0.8947	0.5572	0.0000	0.3337	0.0000	0.5100	0.5100	1.0000	0		Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 		Proximity to TRIM32 associated with Bardet-Biedl syndrome (ORPHA:110): Short stature (HP:0004322)-Short stature (HP:0004322), Broad neck (HP:0000475)-Short neck (HP:0000470), Low-set, posteriorly rotated ears (HP:0000368)-Low-set, posteriorly rotated ears (HP:0000368), Wide nose (HP:0000445)-Prominent nasal bridge (HP:0000426), Short nose (HP:0003196)-Prominent nasal bridge (HP:0000426), 		
